Sted,Land,Path ID,Path order,Latitude,Longitude,Pil
Buenos Aires,Argentina,119,1,-34.61,-58.38,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 22 22""><polygon points=""3,10 13,10 13,7 19,11 13,15 13,12 3,12"" fill=""#0078d4"" transform=""rotate(-2,11,11)""/></svg>"
Brisbane,Australia,119,2,-27.47,153.02,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 62 36""><circle cx=""9""  cy=""13"" r=""7"" fill=""none"" stroke=""#0081c8"" stroke-width=""2.5""/><circle cx=""23"" cy=""13"" r=""7"" fill=""none"" stroke=""#000""    stroke-width=""2.5""/><circle cx=""37"" cy=""13"" r=""7"" fill=""none"" stroke=""#ee334e"" stroke-width=""2.5""/><circle cx=""16"" cy=""23"" r=""7"" fill=""none"" stroke=""#fcb131"" stroke-width=""2.5""/><circle cx=""30"" cy=""23"" r=""7"" fill=""none"" stroke=""#00a651"" stroke-width=""2.5""/></svg>"
Sucre,Bolivia,120,1,-19.04,-65.26,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 22 22""><polygon points=""3,10 13,10 13,7 19,11 13,15 13,12 3,12"" fill=""#0078d4"" transform=""rotate(2,11,11)""/></svg>"
Brisbane,Australia,120,2,-27.47,153.02,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 62 36""><circle cx=""9""  cy=""13"" r=""7"" fill=""none"" stroke=""#0081c8"" stroke-width=""2.5""/><circle cx=""23"" cy=""13"" r=""7"" fill=""none"" stroke=""#000""    stroke-width=""2.5""/><circle cx=""37"" cy=""13"" r=""7"" fill=""none"" stroke=""#ee334e"" stroke-width=""2.5""/><circle cx=""16"" cy=""23"" r=""7"" fill=""none"" stroke=""#fcb131"" stroke-width=""2.5""/><circle cx=""30"" cy=""23"" r=""7"" fill=""none"" stroke=""#00a651"" stroke-width=""2.5""/></svg>"
Brasília,Brazil,121,1,-15.78,-47.92,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 22 22""><polygon points=""3,10 13,10 13,7 19,11 13,15 13,12 3,12"" fill=""#0078d4"" transform=""rotate(4,11,11)""/></svg>"
Brisbane,Australia,121,2,-27.47,153.02,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 62 36""><circle cx=""9""  cy=""13"" r=""7"" fill=""none"" stroke=""#0081c8"" stroke-width=""2.5""/><circle cx=""23"" cy=""13"" r=""7"" fill=""none"" stroke=""#000""    stroke-width=""2.5""/><circle cx=""37"" cy=""13"" r=""7"" fill=""none"" stroke=""#ee334e"" stroke-width=""2.5""/><circle cx=""16"" cy=""23"" r=""7"" fill=""none"" stroke=""#fcb131"" stroke-width=""2.5""/><circle cx=""30"" cy=""23"" r=""7"" fill=""none"" stroke=""#00a651"" stroke-width=""2.5""/></svg>"
Santiago,Chile,122,1,-33.46,-70.65,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 22 22""><polygon points=""3,10 13,10 13,7 19,11 13,15 13,12 3,12"" fill=""#0078d4"" transform=""rotate(-2,11,11)""/></svg>"
Brisbane,Australia,122,2,-27.47,153.02,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 62 36""><circle cx=""9""  cy=""13"" r=""7"" fill=""none"" stroke=""#0081c8"" stroke-width=""2.5""/><circle cx=""23"" cy=""13"" r=""7"" fill=""none"" stroke=""#000""    stroke-width=""2.5""/><circle cx=""37"" cy=""13"" r=""7"" fill=""none"" stroke=""#ee334e"" stroke-width=""2.5""/><circle cx=""16"" cy=""23"" r=""7"" fill=""none"" stroke=""#fcb131"" stroke-width=""2.5""/><circle cx=""30"" cy=""23"" r=""7"" fill=""none"" stroke=""#00a651"" stroke-width=""2.5""/></svg>"
Bogotá,Colombia,123,1,4.71,-74.07,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 22 22""><polygon points=""3,10 13,10 13,7 19,11 13,15 13,12 3,12"" fill=""#0078d4"" transform=""rotate(8,11,11)""/></svg>"
Brisbane,Australia,123,2,-27.47,153.02,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 62 36""><circle cx=""9""  cy=""13"" r=""7"" fill=""none"" stroke=""#0081c8"" stroke-width=""2.5""/><circle cx=""23"" cy=""13"" r=""7"" fill=""none"" stroke=""#000""    stroke-width=""2.5""/><circle cx=""37"" cy=""13"" r=""7"" fill=""none"" stroke=""#ee334e"" stroke-width=""2.5""/><circle cx=""16"" cy=""23"" r=""7"" fill=""none"" stroke=""#fcb131"" stroke-width=""2.5""/><circle cx=""30"" cy=""23"" r=""7"" fill=""none"" stroke=""#00a651"" stroke-width=""2.5""/></svg>"
Quito,Ecuador,124,1,-0.23,-78.52,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 22 22""><polygon points=""3,10 13,10 13,7 19,11 13,15 13,12 3,12"" fill=""#0078d4"" transform=""rotate(7,11,11)""/></svg>"
Brisbane,Australia,124,2,-27.47,153.02,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 62 36""><circle cx=""9""  cy=""13"" r=""7"" fill=""none"" stroke=""#0081c8"" stroke-width=""2.5""/><circle cx=""23"" cy=""13"" r=""7"" fill=""none"" stroke=""#000""    stroke-width=""2.5""/><circle cx=""37"" cy=""13"" r=""7"" fill=""none"" stroke=""#ee334e"" stroke-width=""2.5""/><circle cx=""16"" cy=""23"" r=""7"" fill=""none"" stroke=""#fcb131"" stroke-width=""2.5""/><circle cx=""30"" cy=""23"" r=""7"" fill=""none"" stroke=""#00a651"" stroke-width=""2.5""/></svg>"
Georgetown,Guyana,125,1,6.8,-58.16,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 22 22""><polygon points=""3,10 13,10 13,7 19,11 13,15 13,12 3,12"" fill=""#0078d4"" transform=""rotate(10,11,11)""/></svg>"
Brisbane,Australia,125,2,-27.47,153.02,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 62 36""><circle cx=""9""  cy=""13"" r=""7"" fill=""none"" stroke=""#0081c8"" stroke-width=""2.5""/><circle cx=""23"" cy=""13"" r=""7"" fill=""none"" stroke=""#000""    stroke-width=""2.5""/><circle cx=""37"" cy=""13"" r=""7"" fill=""none"" stroke=""#ee334e"" stroke-width=""2.5""/><circle cx=""16"" cy=""23"" r=""7"" fill=""none"" stroke=""#fcb131"" stroke-width=""2.5""/><circle cx=""30"" cy=""23"" r=""7"" fill=""none"" stroke=""#00a651"" stroke-width=""2.5""/></svg>"
Asunción,Paraguay,126,1,-25.29,-57.65,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 22 22""><polygon points=""3,10 13,10 13,7 19,11 13,15 13,12 3,12"" fill=""#0078d4"" transform=""rotate(1,11,11)""/></svg>"
Brisbane,Australia,126,2,-27.47,153.02,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 62 36""><circle cx=""9""  cy=""13"" r=""7"" fill=""none"" stroke=""#0081c8"" stroke-width=""2.5""/><circle cx=""23"" cy=""13"" r=""7"" fill=""none"" stroke=""#000""    stroke-width=""2.5""/><circle cx=""37"" cy=""13"" r=""7"" fill=""none"" stroke=""#ee334e"" stroke-width=""2.5""/><circle cx=""16"" cy=""23"" r=""7"" fill=""none"" stroke=""#fcb131"" stroke-width=""2.5""/><circle cx=""30"" cy=""23"" r=""7"" fill=""none"" stroke=""#00a651"" stroke-width=""2.5""/></svg>"
Lima,Peru,127,1,-12.04,-77.03,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 22 22""><polygon points=""3,10 13,10 13,7 19,11 13,15 13,12 3,12"" fill=""#0078d4"" transform=""rotate(4,11,11)""/></svg>"
Brisbane,Australia,127,2,-27.47,153.02,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 62 36""><circle cx=""9""  cy=""13"" r=""7"" fill=""none"" stroke=""#0081c8"" stroke-width=""2.5""/><circle cx=""23"" cy=""13"" r=""7"" fill=""none"" stroke=""#000""    stroke-width=""2.5""/><circle cx=""37"" cy=""13"" r=""7"" fill=""none"" stroke=""#ee334e"" stroke-width=""2.5""/><circle cx=""16"" cy=""23"" r=""7"" fill=""none"" stroke=""#fcb131"" stroke-width=""2.5""/><circle cx=""30"" cy=""23"" r=""7"" fill=""none"" stroke=""#00a651"" stroke-width=""2.5""/></svg>"
Paramaribo,Suriname,128,1,5.85,-55.2,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 22 22""><polygon points=""3,10 13,10 13,7 19,11 13,15 13,12 3,12"" fill=""#0078d4"" transform=""rotate(9,11,11)""/></svg>"
Brisbane,Australia,128,2,-27.47,153.02,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 62 36""><circle cx=""9""  cy=""13"" r=""7"" fill=""none"" stroke=""#0081c8"" stroke-width=""2.5""/><circle cx=""23"" cy=""13"" r=""7"" fill=""none"" stroke=""#000""    stroke-width=""2.5""/><circle cx=""37"" cy=""13"" r=""7"" fill=""none"" stroke=""#ee334e"" stroke-width=""2.5""/><circle cx=""16"" cy=""23"" r=""7"" fill=""none"" stroke=""#fcb131"" stroke-width=""2.5""/><circle cx=""30"" cy=""23"" r=""7"" fill=""none"" stroke=""#00a651"" stroke-width=""2.5""/></svg>"
Montevideo,Uruguay,129,1,-34.9,-56.19,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 22 22""><polygon points=""3,10 13,10 13,7 19,11 13,15 13,12 3,12"" fill=""#0078d4"" transform=""rotate(-2,11,11)""/></svg>"
Brisbane,Australia,129,2,-27.47,153.02,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 62 36""><circle cx=""9""  cy=""13"" r=""7"" fill=""none"" stroke=""#0081c8"" stroke-width=""2.5""/><circle cx=""23"" cy=""13"" r=""7"" fill=""none"" stroke=""#000""    stroke-width=""2.5""/><circle cx=""37"" cy=""13"" r=""7"" fill=""none"" stroke=""#ee334e"" stroke-width=""2.5""/><circle cx=""16"" cy=""23"" r=""7"" fill=""none"" stroke=""#fcb131"" stroke-width=""2.5""/><circle cx=""30"" cy=""23"" r=""7"" fill=""none"" stroke=""#00a651"" stroke-width=""2.5""/></svg>"
Caracas,Venezuela,130,1,10.48,-66.88,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 22 22""><polygon points=""3,10 13,10 13,7 19,11 13,15 13,12 3,12"" fill=""#0078d4"" transform=""rotate(10,11,11)""/></svg>"
Brisbane,Australia,130,2,-27.47,153.02,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 62 36""><circle cx=""9""  cy=""13"" r=""7"" fill=""none"" stroke=""#0081c8"" stroke-width=""2.5""/><circle cx=""23"" cy=""13"" r=""7"" fill=""none"" stroke=""#000""    stroke-width=""2.5""/><circle cx=""37"" cy=""13"" r=""7"" fill=""none"" stroke=""#ee334e"" stroke-width=""2.5""/><circle cx=""16"" cy=""23"" r=""7"" fill=""none"" stroke=""#fcb131"" stroke-width=""2.5""/><circle cx=""30"" cy=""23"" r=""7"" fill=""none"" stroke=""#00a651"" stroke-width=""2.5""/></svg>"
Canberra,Australia,131,1,-35.31,149.12,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 22 22""><polygon points=""3,10 13,10 13,7 19,11 13,15 13,12 3,12"" fill=""#0078d4"" transform=""rotate(-67,11,11)""/></svg>"
Brisbane,Australia,131,2,-27.47,153.02,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 62 36""><circle cx=""9""  cy=""13"" r=""7"" fill=""none"" stroke=""#0081c8"" stroke-width=""2.5""/><circle cx=""23"" cy=""13"" r=""7"" fill=""none"" stroke=""#000""    stroke-width=""2.5""/><circle cx=""37"" cy=""13"" r=""7"" fill=""none"" stroke=""#ee334e"" stroke-width=""2.5""/><circle cx=""16"" cy=""23"" r=""7"" fill=""none"" stroke=""#fcb131"" stroke-width=""2.5""/><circle cx=""30"" cy=""23"" r=""7"" fill=""none"" stroke=""#00a651"" stroke-width=""2.5""/></svg>"
Suva,Fiji,132,1,-18.14,178.44,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 22 22""><polygon points=""3,10 13,10 13,7 19,11 13,15 13,12 3,12"" fill=""#0078d4"" transform=""rotate(158,11,11)""/></svg>"
Brisbane,Australia,132,2,-27.47,153.02,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 62 36""><circle cx=""9""  cy=""13"" r=""7"" fill=""none"" stroke=""#0081c8"" stroke-width=""2.5""/><circle cx=""23"" cy=""13"" r=""7"" fill=""none"" stroke=""#000""    stroke-width=""2.5""/><circle cx=""37"" cy=""13"" r=""7"" fill=""none"" stroke=""#ee334e"" stroke-width=""2.5""/><circle cx=""16"" cy=""23"" r=""7"" fill=""none"" stroke=""#fcb131"" stroke-width=""2.5""/><circle cx=""30"" cy=""23"" r=""7"" fill=""none"" stroke=""#00a651"" stroke-width=""2.5""/></svg>"
South Tarawa,Kiribati,133,1,1.33,172.98,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 22 22""><polygon points=""3,10 13,10 13,7 19,11 13,15 13,12 3,12"" fill=""#0078d4"" transform=""rotate(124,11,11)""/></svg>"
Brisbane,Australia,133,2,-27.47,153.02,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 62 36""><circle cx=""9""  cy=""13"" r=""7"" fill=""none"" stroke=""#0081c8"" stroke-width=""2.5""/><circle cx=""23"" cy=""13"" r=""7"" fill=""none"" stroke=""#000""    stroke-width=""2.5""/><circle cx=""37"" cy=""13"" r=""7"" fill=""none"" stroke=""#ee334e"" stroke-width=""2.5""/><circle cx=""16"" cy=""23"" r=""7"" fill=""none"" stroke=""#fcb131"" stroke-width=""2.5""/><circle cx=""30"" cy=""23"" r=""7"" fill=""none"" stroke=""#00a651"" stroke-width=""2.5""/></svg>"
Majuro,Marshall Islands,134,1,7.09,171.38,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 22 22""><polygon points=""3,10 13,10 13,7 19,11 13,15 13,12 3,12"" fill=""#0078d4"" transform=""rotate(117,11,11)""/></svg>"
Brisbane,Australia,134,2,-27.47,153.02,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 62 36""><circle cx=""9""  cy=""13"" r=""7"" fill=""none"" stroke=""#0081c8"" stroke-width=""2.5""/><circle cx=""23"" cy=""13"" r=""7"" fill=""none"" stroke=""#000""    stroke-width=""2.5""/><circle cx=""37"" cy=""13"" r=""7"" fill=""none"" stroke=""#ee334e"" stroke-width=""2.5""/><circle cx=""16"" cy=""23"" r=""7"" fill=""none"" stroke=""#fcb131"" stroke-width=""2.5""/><circle cx=""30"" cy=""23"" r=""7"" fill=""none"" stroke=""#00a651"" stroke-width=""2.5""/></svg>"
Palikir,Micronesia,135,1,6.92,158.16,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 22 22""><polygon points=""3,10 13,10 13,7 19,11 13,15 13,12 3,12"" fill=""#0078d4"" transform=""rotate(98,11,11)""/></svg>"
Brisbane,Australia,135,2,-27.47,153.02,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 62 36""><circle cx=""9""  cy=""13"" r=""7"" fill=""none"" stroke=""#0081c8"" stroke-width=""2.5""/><circle cx=""23"" cy=""13"" r=""7"" fill=""none"" stroke=""#000""    stroke-width=""2.5""/><circle cx=""37"" cy=""13"" r=""7"" fill=""none"" stroke=""#ee334e"" stroke-width=""2.5""/><circle cx=""16"" cy=""23"" r=""7"" fill=""none"" stroke=""#fcb131"" stroke-width=""2.5""/><circle cx=""30"" cy=""23"" r=""7"" fill=""none"" stroke=""#00a651"" stroke-width=""2.5""/></svg>"
Yaren,Nauru,136,1,-0.55,166.92,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 22 22""><polygon points=""3,10 13,10 13,7 19,11 13,15 13,12 3,12"" fill=""#0078d4"" transform=""rotate(116,11,11)""/></svg>"
Brisbane,Australia,136,2,-27.47,153.02,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 62 36""><circle cx=""9""  cy=""13"" r=""7"" fill=""none"" stroke=""#0081c8"" stroke-width=""2.5""/><circle cx=""23"" cy=""13"" r=""7"" fill=""none"" stroke=""#000""    stroke-width=""2.5""/><circle cx=""37"" cy=""13"" r=""7"" fill=""none"" stroke=""#ee334e"" stroke-width=""2.5""/><circle cx=""16"" cy=""23"" r=""7"" fill=""none"" stroke=""#fcb131"" stroke-width=""2.5""/><circle cx=""30"" cy=""23"" r=""7"" fill=""none"" stroke=""#00a651"" stroke-width=""2.5""/></svg>"
Wellington,New Zealand,137,1,-41.29,174.78,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 22 22""><polygon points=""3,10 13,10 13,7 19,11 13,15 13,12 3,12"" fill=""#0078d4"" transform=""rotate(-142,11,11)""/></svg>"
Brisbane,Australia,137,2,-27.47,153.02,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 62 36""><circle cx=""9""  cy=""13"" r=""7"" fill=""none"" stroke=""#0081c8"" stroke-width=""2.5""/><circle cx=""23"" cy=""13"" r=""7"" fill=""none"" stroke=""#000""    stroke-width=""2.5""/><circle cx=""37"" cy=""13"" r=""7"" fill=""none"" stroke=""#ee334e"" stroke-width=""2.5""/><circle cx=""16"" cy=""23"" r=""7"" fill=""none"" stroke=""#fcb131"" stroke-width=""2.5""/><circle cx=""30"" cy=""23"" r=""7"" fill=""none"" stroke=""#00a651"" stroke-width=""2.5""/></svg>"
Ngerulmud,Palau,138,1,7.5,134.64,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 22 22""><polygon points=""3,10 13,10 13,7 19,11 13,15 13,12 3,12"" fill=""#0078d4"" transform=""rotate(63,11,11)""/></svg>"
Brisbane,Australia,138,2,-27.47,153.02,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 62 36""><circle cx=""9""  cy=""13"" r=""7"" fill=""none"" stroke=""#0081c8"" stroke-width=""2.5""/><circle cx=""23"" cy=""13"" r=""7"" fill=""none"" stroke=""#000""    stroke-width=""2.5""/><circle cx=""37"" cy=""13"" r=""7"" fill=""none"" stroke=""#ee334e"" stroke-width=""2.5""/><circle cx=""16"" cy=""23"" r=""7"" fill=""none"" stroke=""#fcb131"" stroke-width=""2.5""/><circle cx=""30"" cy=""23"" r=""7"" fill=""none"" stroke=""#00a651"" stroke-width=""2.5""/></svg>"
Port Moresby,Papua New Guinea,139,1,-9.43,147.18,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 22 22""><polygon points=""3,10 13,10 13,7 19,11 13,15 13,12 3,12"" fill=""#0078d4"" transform=""rotate(73,11,11)""/></svg>"
Brisbane,Australia,139,2,-27.47,153.02,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 62 36""><circle cx=""9""  cy=""13"" r=""7"" fill=""none"" stroke=""#0081c8"" stroke-width=""2.5""/><circle cx=""23"" cy=""13"" r=""7"" fill=""none"" stroke=""#000""    stroke-width=""2.5""/><circle cx=""37"" cy=""13"" r=""7"" fill=""none"" stroke=""#ee334e"" stroke-width=""2.5""/><circle cx=""16"" cy=""23"" r=""7"" fill=""none"" stroke=""#fcb131"" stroke-width=""2.5""/><circle cx=""30"" cy=""23"" r=""7"" fill=""none"" stroke=""#00a651"" stroke-width=""2.5""/></svg>"
Honiara,Solomon Islands,140,1,-9.43,159.95,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 22 22""><polygon points=""3,10 13,10 13,7 19,11 13,15 13,12 3,12"" fill=""#0078d4"" transform=""rotate(110,11,11)""/></svg>"
Brisbane,Australia,140,2,-27.47,153.02,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 62 36""><circle cx=""9""  cy=""13"" r=""7"" fill=""none"" stroke=""#0081c8"" stroke-width=""2.5""/><circle cx=""23"" cy=""13"" r=""7"" fill=""none"" stroke=""#000""    stroke-width=""2.5""/><circle cx=""37"" cy=""13"" r=""7"" fill=""none"" stroke=""#ee334e"" stroke-width=""2.5""/><circle cx=""16"" cy=""23"" r=""7"" fill=""none"" stroke=""#fcb131"" stroke-width=""2.5""/><circle cx=""30"" cy=""23"" r=""7"" fill=""none"" stroke=""#00a651"" stroke-width=""2.5""/></svg>"
Funafuti,Tuvalu,141,1,-8.52,179.22,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 22 22""><polygon points=""3,10 13,10 13,7 19,11 13,15 13,12 3,12"" fill=""#0078d4"" transform=""rotate(143,11,11)""/></svg>"
Brisbane,Australia,141,2,-27.47,153.02,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 62 36""><circle cx=""9""  cy=""13"" r=""7"" fill=""none"" stroke=""#0081c8"" stroke-width=""2.5""/><circle cx=""23"" cy=""13"" r=""7"" fill=""none"" stroke=""#000""    stroke-width=""2.5""/><circle cx=""37"" cy=""13"" r=""7"" fill=""none"" stroke=""#ee334e"" stroke-width=""2.5""/><circle cx=""16"" cy=""23"" r=""7"" fill=""none"" stroke=""#fcb131"" stroke-width=""2.5""/><circle cx=""30"" cy=""23"" r=""7"" fill=""none"" stroke=""#00a651"" stroke-width=""2.5""/></svg>"
Port Vila,Vanuatu,142,1,-17.74,168.33,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 22 22""><polygon points=""3,10 13,10 13,7 19,11 13,15 13,12 3,12"" fill=""#0078d4"" transform=""rotate(145,11,11)""/></svg>"
Brisbane,Australia,142,2,-27.47,153.02,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 62 36""><circle cx=""9""  cy=""13"" r=""7"" fill=""none"" stroke=""#0081c8"" stroke-width=""2.5""/><circle cx=""23"" cy=""13"" r=""7"" fill=""none"" stroke=""#000""    stroke-width=""2.5""/><circle cx=""37"" cy=""13"" r=""7"" fill=""none"" stroke=""#ee334e"" stroke-width=""2.5""/><circle cx=""16"" cy=""23"" r=""7"" fill=""none"" stroke=""#fcb131"" stroke-width=""2.5""/><circle cx=""30"" cy=""23"" r=""7"" fill=""none"" stroke=""#00a651"" stroke-width=""2.5""/></svg>"
